17.31	19.12	14.78
9.81	8.43	7.95
12.09	14.29	70.43
14.84	19.12	58.04
17.39	16.06	24.25
14.92	11.8	10.68
15.65	18.18	40.12
14.77	15.14	45.74
13.9	13.74	7.48
13.22	13.34	11.53
13.96	19.68	139.43
12.27	17.19	168.93
13.52	13.13	11.91
15.64	11.75	10.25
15.62	13.74	11.64
16.44	15.78	11.92
13.94	9.17	17.24
13.89	9.5	3.91
13.68	11.19	10.32
9.54	6.3	3.08
16.78	16.8	20.47
11.0	9.94	18.99
10.43	9.22	19.97
11.7	12.69	89.18
13.11	14.64	23.1
11.88	9.94	11.36
12.86	12.07	36.7
16.45	13.4	6.51
13.09	13.26	11.79
14.4	11.1	14.74
17.7	15.2	15.9
9.47	10.44	67.55
9.25	10.25	26.58
14.49	13.99	4.68
11.63	13.14	13.68
14.49	11.73	5.02
17.31	17.05	31.47
13.13	9.18	13.74
12.7	15.81	127.59
14.57	12.23	16.88
14.0	13.29	28.42
16.4	15.05	16.79
18.78	18.84	29.28
11.18	14.04	40.24
14.54	10.94	28.16
12.56	10.14	6.83
13.53	14.59	14.96
17.51	18.22	22.42
20.84	17.38	9.64
6.98	9.65	7.0
17.13	20.91	72.14
17.32	17.41	24.26
15.54	14.13	10.61
13.72	15.11	93.02
16.16	17.04	66.9
14.47	14.05	26.05
15.83	14.02	20.99
11.45	8.42	7.13
16.19	17.02	13.29
18.85	11.0	8.13
17.99	18.12	9.59
14.06	8.69	9.06
13.25	10.29	12.58
16.23	12.81	29.34
13.09	11.34	52.65
10.98	8.34	7.76
10.59	7.25	10.19
13.61	10.14	11.23
12.43	8.26	6.29
9.38	7.89	7.35
11.34	9.11	7.28
14.65	9.8	17.19
10.78	9.44	27.37
9.93	8.62	14.39
10.53	10.71	56.87
9.52	9.24	32.34
12.03	12.74	91.92
11.22	8.96	8.13
11.0	8.81	8.8
12.63	11.27	19.31
12.09	12.01	45.03
9.72	8.03	10.76
11.73	10.09	9.0
11.31	9.54	5.6
9.69	7.02	3.3
10.72	8.56	10.06
9.93	7.43	6.54
11.7	8.78	2.6
14.49	9.8	8.28
12.02	10.02	9.3
12.75	9.51	5.87
12.99	9.01	3.3
11.71	8.55	11.72
11.06	7.58	8.2
12.36	9.55	11.52
14.25	13.52	6.15
13.85	10.33	2.72
13.88	9.93	6.82
12.74	9.91	8.92
14.84	12.28	4.31
12.47	9.64	6.8
14.79	12.87	12.2
14.06	10.84	12.85
13.57	10.09	12.35
15.15	15.73	15.42
14.94	13.09	12.45
12.53	12.86	44.15
13.71	14.55	14.85
9.93	6.21	14.55
12.12	9.14	20.19
10.98	13.52	105.36
10.89	8.34	10.1
14.34	14.13	45.25
11.74	9.43	16.88
13.17	9.61	21.34
12.57	7.01	4.9
11.76	8.13	7.33
15.83	14.5	8.05
14.07	13.12	21.47
15.48	14.06	18.15
12.7	11.51	11.27
12.25	10.48	9.24
12.8	12.67	20.81
13.23	11.11	20.47
12.95	12.25	16.35
14.3	13.3	17.8
13.36	13.3	33.06
13.89	14.6	27.12
12.5	9.55	12.68
14.29	14.73	24.4
14.99	15.43	27.33
18.43	18.07	27.46
13.68	13.23	19.1
13.04	12.62	21.52
13.53	11.57	20.98
14.08	12.06	18.44
12.39	10.71	16.52
14.79	13.74	19.05
14.17	13.0	16.44
13.12	11.16	19.64
14.64	15.62	14.21
14.28	13.52	21.44
16.15	16.05	22.01
14.79	14.69	21.13
11.65	10.74	18.92
12.55	10.93	22.84
12.33	11.28	19.78
10.29	9.49	22.15
15.03	14.0	19.99
14.11	12.55	19.9
15.48	14.86	26.3
15.14	13.55	23.1
14.5	13.92	18.88
14.46	14.1	25.01
14.93	15.59	27.44
14.44	13.44	26.71
13.62	13.5	20.95
12.16	10.72	22.93
10.95	9.01	22.75
13.01	11.45	20.01
13.62	12.06	18.32
15.64	11.95	16.99
16.67	12.13	18.99
12.94	10.52	21.37
15.88	10.76	17.97
15.85	12.61	18.99
14.01	12.26	20.14
14.62	13.29	22.32
13.64	11.4	16.7
13.33	12.47	20.66
15.43	12.61	19.02
14.16	12.28	17.73
14.96	13.43	16.76
15.99	13.89	18.81
15.07	13.33	17.31
13.05	11.36	17.29
13.34	11.9	19.13
13.5	13.14	18.39
13.43	12.94	20.02
14.26	13.03	18.67
15.7	15.81	22.68
12.85	11.02	18.79
15.42	14.27	17.9
14.6	13.9	17.82
14.75	13.18	16.96
15.09	13.6	18.72
16.49	13.79	17.48
12.68	11.46	18.9
13.71	11.77	19.13
13.55	12.36	18.94
13.04	11.58	19.45
12.9	11.55	19.5
13.09	11.59	18.35
13.96	12.62	16.2
13.91	12.2	16.28
15.31	14.5	16.48
16.1	13.57	15.27
15.96	13.83	13.98
17.08	14.64	14.52
14.32	13.1	14.7
14.62	13.34	13.95
14.3	12.86	13.88
14.37	12.98	14.8
14.77	13.45	15.5
13.55	12.21	14.29
14.37	12.7	14.13
15.57	14.13	14.08
13.9	13.19	13.87
15.91	14.17	14.43
17.18	15.17	14.4
14.97	13.09	13.98
13.91	12.21	14.39
13.1	12.04	14.12
13.95	12.7	14.49
14.25	13.71	15.17
14.18	13.12	15.29
13.49	12.67	15.48
12.93	12.9	15.54
14.5	13.88	15.1
13.39	12.07	16.02
14.4	13.58	15.69
15.81	13.39	15.76
16.23	13.22	16.79
15.2	13.33	17.77
14.88	12.83	16.52
14.75	13.53	17.97
13.75	11.86	16.19
13.77	12.53	17.36
14.62	13.03	17.37
14.23	12.35	17.1
13.45	11.59	15.72
14.49	12.99	16.0
14.33	13.49	15.97
13.8	12.77	16.92
12.98	11.22	16.88
11.15	9.56	17.74
11.66	9.91	16.66
10.88	8.84	17.65
11.51	9.16	17.52
11.25	8.88	16.74
13.86	11.86	16.56
14.66	13.07	16.5
14.36	12.47	16.78
15.0	13.33	16.35
14.98	12.94	16.9
13.66	11.87	16.83
12.68	11.46	17.5
13.16	11.24	17.84
13.3	11.81	17.42
13.17	11.36	16.52
13.05	10.62	16.26
13.23	10.67	16.45
13.07	10.6	15.64
13.25	11.12	16.66
13.32	11.98	16.12
14.3	12.81	15.44
13.15	11.68	9.29
14.5	12.99	15.48
14.61	12.76	13.36
12.95	11.14	16.25
13.55	12.2	17.52
12.92	10.86	14.96
13.07	11.06	18.17
12.42	10.59	18.42
12.31	10.69	19.03
12.79	11.42	18.75
12.49	10.93	18.54
14.04	12.45	16.79
13.67	12.53	17.16
12.85	11.76	17.66
12.78	11.29	18.46
12.56	10.82	18.74
13.28	11.63	19.27
12.56	10.81	17.89
12.26	10.73	17.91
12.91	11.69	17.5
13.57	12.19	19.37
13.2	11.86	19.77
13.64	12.48	19.43
